TimeStart,TF,Open,High,Low,Close,Volume
2025-05-16 04:20:00,Min5,104336,104458,103564,104190,0.0104
2025-05-16 04:25:00,Min5,104372,104372,103418,103959,0.0061
2025-05-16 04:30:00,Min5,103924,104196,103481,104176,0.0072
2025-05-16 04:35:00,Min5,104234,104346,103582,104346,0.0042
2025-05-16 04:40:00,Min5,103589,104340,103440,104172,0.0068
2025-05-16 04:45:00,Min5,103903,104370,103346,104261,0.0063
2025-05-16 04:50:00,Min5,103904,104182,103420,103420,0.0047
2025-05-16 04:55:00,Min5,103397,104334,103397,103866,0.0047
2025-05-16 05:00:00,Min5,103608,104457,103603,104435,0.0117
2025-05-16 05:05:00,Min5,103892,104474,103472,103722,0.0095
2025-05-16 05:10:00,Min5,104183,104343,103475,103776,0.0090
2025-05-16 05:15:00,Min5,103765,104509,103519,104509,0.0067
2025-05-16 05:20:00,Min5,103940,104328,103601,104240,0.0053
2025-05-16 05:25:00,Min5,103992,104539,103579,103579,0.0043
2025-05-16 05:30:00,Min5,103695,104336,103487,104321,0.0074
2025-05-16 05:35:00,Min5,103721,104422,103449,104104,0.0036
2025-05-16 05:40:00,Min5,104348,104381,103393,104053,0.0101
2025-05-16 05:45:00,Min5,104430,104430,103577,103691,0.0022
2025-05-16 05:50:00,Min5,104152,104309,103560,103723,0.0068
2025-05-16 05:55:00,Min5,103971,104210,103451,103574,0.0084
2025-05-16 06:00:00,Min5,103803,104399,103495,104044,0.0117
2025-05-16 06:05:00,Min5,103413,104441,103413,103818,0.0065
2025-05-16 06:10:00,Min5,104318,104451,103636,104275,0.0070
2025-05-16 06:15:00,Min5,103800,104416,103557,104416,0.0087
2025-05-16 06:20:00,Min5,104357,104473,103648,104075,0.0067
2025-05-16 06:25:00,Min5,103485,104502,103456,103845,0.0056
2025-05-16 06:30:00,Min5,103967,104515,103636,104476,0.0028
2025-05-16 06:35:00,Min5,104185,104485,103567,103978,0.0048
2025-05-16 06:40:00,Min5,103795,104531,103495,104243,0.0098
2025-05-16 06:45:00,Min5,103912,104259,103466,103666,0.0076
2025-05-16 06:50:00,Min5,104085,104498,103563,103740,0.0061
2025-05-16 06:55:00,Min5,104472,104472,103486,103916,0.0031
2025-05-16 07:00:00,Min5,104366,104366,103461,103834,0.0022
2025-05-16 07:05:00,Min5,103923,104242,103645,103912,0.0051
2025-05-16 07:10:00,Min5,103587,104437,103501,104437,0.0064
2025-05-16 07:15:00,Min5,104325,104459,103513,103873,0.0029
2025-05-16 07:20:00,Min5,103679,104520,103679,103965,0.0049
2025-05-16 07:25:00,Min5,104496,104584,103617,104572,0.0104
2025-05-16 07:30:00,Min5,103717,104556,103533,104210,0.0056
2025-05-16 07:35:00,Min5,103542,104293,103542,103703,0.0080
2025-05-16 07:40:00,Min5,103804,104289,103424,104107,0.0071
2025-05-16 07:45:00,Min5,103650,104317,103367,103426,0.0038
2025-05-16 07:50:00,Min5,103922,104206,103254,104098,0.0075
2025-05-16 07:55:00,Min5,103367,104207,103268,104207,0.0013
2025-05-16 08:00:00,Min5,103791,104117,103181,103181,0.0071
2025-05-16 08:05:00,Min5,103334,103933,103100,103765,0.0076
2025-05-16 08:10:00,Min5,103886,103999,103157,103999,0.0036
2025-05-16 08:15:00,Min5,103027,103945,102957,103883,0.0039
2025-05-16 08:20:00,Min5,103211,103737,102713,102713,0.0045
2025-05-16 08:25:00,Min5,103595,103595,102807,103160,0.0077
2025-05-16 08:30:00,Min5,103718,103747,102792,103322,0.0083
2025-05-16 08:35:00,Min5,103000,103792,102781,103383,0.0083
2025-05-16 08:40:00,Min5,102744,103621,102744,102959,0.0044
2025-05-16 08:45:00,Min5,103566,103687,102883,102918,0.0034
